Resultado,Pedra,Hora
"12.415,00",8,"
        23:28
      "
"10.116,00",12,"
        23:28
      "
"23.156,00",7,"
        23:27
      "
"15.697,00",2,"
        23:27
      "
"19.061,00",7,"
        23:26
      "
"19.825,00",1,"
        23:26
      "
"15.817,00",12,"
        23:25
      "
"14.605,00",14,"
        23:25
      "
"17.314,00",9,"
        23:24
      "
"-7.770,00",3,"
        23:24
      "
"22.168,00",10,"
        23:23
      "
"20.403,00",9,"
        23:23
      "
"20.807,00",9,"
        23:22
      "
"15.620,00",7,"
        23:21
      "
"7.288,00",9,"
        23:21
      "
"24.613,00",5,"
        23:20
      "
"16.653,00",2,"
        23:20
      "
"15.691,00",6,"
        23:19
      "
"16.614,00",5,"
        23:19
      "
"3.029,00",7,"
        23:18
      "
"12.896,00",12,"
        23:18
      "
"12.918,00",3,"
        23:17
      "
"13.464,00",9,"
        23:17
      "
"8.463,00",1,"
        23:16
      "
"11.493,00",10,"
        23:16
      "
"6.295,00",14,"
        23:15
      "
"21.424,00",4,"
        23:15
      "
"19.836,00",3,"
        23:14
      "
"15.403,00",3,"
        23:14
      "
"19.470,00",6,"
        23:13
      "
"14.375,00",4,"
        23:13
      "
"5.012,00",9,"
        23:12
      "
"16.412,00",7,"
        23:12
      "
"15.587,00",7,"
        23:11
      "
"1.047,00",7,"
        23:11
      "
"16.336,00",9,"
        23:10
      "
"26.125,00",8,"
        23:10
      "
"16.516,00",10,"
        23:09
      "
"15.462,00",11,"
        23:09
      "
"18.220,00",3,"
        23:08
      "
"8.431,00",13,"
        23:08
      "
"18.215,00",3,"
        23:07
      "
"10.385,00",4,"
        23:07
      "
"9.380,00",2,"
        23:06
      "
"16.031,00",12,"
        23:06
      "
"14.911,00",8,"
        23:05
      "
"12.236,00",7,"
        23:05
      "
"9.314,00",2,"
        23:04
      "
"26.361,00",8,"
        23:04
      "
"14.686,00",13,"
        23:03
      "
"8.037,00",13,"
        23:03
      "
"18.373,00",7,"
        23:02
      "
"6.863,00",3,"
        23:02
      "
"18.754,00",13,"
        23:01
      "
"19.399,00",12,"
        23:01
      "
"22.784,00",12,"
        23:00
      "
"18.110,00",14,"
        23:00
      "
"16.844,00",13,"
        22:59
      "
"13.753,00",12,"
        22:59
      "
"20.529,00",7,"
        22:58
      "
"20.065,00",3,"
        22:58
      "
"12.644,00",6,"
        22:57
      "
"12.989,00",8,"
        22:57
      "
"14.840,00",4,"
        22:56
      "
"13.792,00",11,"
        22:56
      "
"19.694,00",4,"
        22:55
      "
"-224.695,00",0,"
        22:55
      "
"25.109,00",13,"
        22:54
      "
"9.565,00",4,"
        22:54
      "
"14.539,00",10,"
        22:53
      "
"18.225,00",14,"
        22:53
      "
"-156.108,00",0,"
        22:52
      "
"16.980,00",13,"
        22:52
      "
"13.955,00",8,"
        22:51
      "
"17.526,00",1,"
        22:51
      "
"-171.018,00",0,"
        22:50
      "
"15.096,00",5,"
        22:50
      "
"9.647,00",1,"
        22:49
      "
"10.040,00",13,"
        22:49
      "
"10.690,00",7,"
        22:48
      "
"12.454,00",14,"
        22:48
      "
"19.389,00",5,"
        22:47
      "
"9.543,00",8,"
        22:47
      "
"15.484,00",2,"
        22:46
      "
"12.290,00",5,"
        22:46
      "
"22.211,00",13,"
        22:45
      "
"14.539,00",13,"
        22:45
      "
"14.103,00",1,"
        22:44
      "
"16.876,00",8,"
        22:44
      "
"-125.044,00",0,"
        22:43
      "
"5.209,00",8,"
        22:43
      "
"21.523,00",7,"
        22:42
      "
"-216.531,00",0,"
        22:42
      "
"-149.616,00",0,"
        22:41
      "
"16.445,00",5,"
        22:41
      "
"18.252,00",4,"
        22:40
      "
"9.986,00",1,"
        22:40
      "
"13.710,00",6,"
        22:39
      "
"10.134,00",13,"
        22:39
      "
"11.668,00",1,"
        22:38
      "
"6.852,00",5,"
        22:38
      "
"18.651,00",14,"
        22:37
      "
"14.889,00",10,"
        22:37
      "
"17.564,00",10,"
        22:36
      "
"-185.205,00",0,"
        22:36
      "
"14.015,00",9,"
        22:35
      "
"15.588,00",4,"
        22:35
      "
"10.751,00",6,"
        22:34
      "
"17.466,00",3,"
        22:34
      "
"13.742,00",10,"
        22:33
      "
"16.893,00",6,"
        22:33
      "
"9.102,00",6,"
        22:32
      "
"16.772,00",2,"
        22:32
      "
"12.628,00",5,"
        22:31
      "
"19.022,00",13,"
        22:31
      "
"18.263,00",10,"
        22:30
      "
"10.881,00",13,"
        22:30
      "
"12.361,00",5,"
        22:29
      "
"15.720,00",12,"
        22:29
      "
"16.811,00",1,"
        22:28
      "
"8.506,00",11,"
        22:28
      "
"19.306,00",2,"
        22:27
      "
"17.444,00",5,"
        22:27
      "
"20.005,00",6,"
        22:26
      "
"14.687,00",6,"
        22:26
      "
"11.165,00",5,"
        22:25
      "
"13.376,00",2,"
        22:25
      "
"16.756,00",8,"
        22:24
      "
"3.893,00",11,"
        22:24
      "
"15.751,00",7,"
        22:23
      "
"10.537,00",6,"
        22:23
      "
"12.803,00",2,"
        22:22
      "
"11.771,00",9,"
        22:22
      "
"15.430,00",7,"
        22:21
      "
"15.768,00",6,"
        22:21
      "
"10.160,00",8,"
        22:20
      "
"17.379,00",1,"
        22:20
      "
"10.106,00",4,"
        22:19
      "
"21.005,00",9,"
        22:19
      "
"16.347,00",8,"
        22:18
      "
"15.347,00",5,"
        22:18
      "
"12.104,00",14,"
        22:17
      "
"16.073,00",1,"
        22:17
      "
"19.913,00",4,"
        22:16
      "
"-217.636,00",0,"
        22:16
      "
"14.812,00",10,"
        22:15
      "
"4.799,00",6,"
        22:15
      "
"22.571,00",12,"
        22:14
      "
"18.066,00",12,"
        22:14
      "
"13.426,00",9,"
        22:13
      "
"14.731,00",6,"
        22:13
      "
"23.466,00",11,"
        22:12
      "
"-167.256,00",0,"
        22:12
      "
"11.575,00",10,"
        22:11
      "
"4.707,00",11,"
        22:11
      "
"15.364,00",5,"
        22:10
      "
"8.107,00",5,"
        22:10
      "
"18.313,00",9,"
        22:09
      "
"14.605,00",14,"
        22:09
      "
"19.945,00",2,"
        22:08
      "
"-181.574,00",0,"
        22:08
      "
"15.713,00",11,"
        22:07
      "
"16.730,00",6,"
        22:07
      "
"9.572,00",2,"
        22:06
      "
"16.030,00",10,"
        22:06
      "
"11.924,00",10,"
        22:05
      "
"15.402,00",9,"
        22:05
      "
"17.002,00",13,"
        22:04
      "
"19.252,00",10,"
        22:04
      "
"5.624,00",8,"
        22:03
      "
"14.053,00",10,"
        22:03
      "
"15.861,00",4,"
        22:02
      "
"14.142,00",8,"
        22:02
      "
"14.266,00",8,"
        22:01
      "
"16.593,00",2,"
        22:01
      "
"18.187,00",2,"
        22:00
      "
"19.787,00",8,"
        22:00
      "
"24.985,00",9,"
        21:59
      "
"15.866,00",13,"
        21:59
      "
"17.848,00",10,"
        21:58
      "
"-27.983,00",6,"
        21:58
      "
"44.499,00",10,"
        21:57
      "
"-8.404,00",9,"
        21:57
      "
"-1.169,00",1,"
        21:56
      "
"18.154,00",13,"
        21:56
      "
"13.469,00",2,"
        21:55
      "
"18.066,00",14,"
        21:55
      "
"14.796,00",13,"
        21:54
      "
"-190.025,00",9,"
        21:54
      "
"-81.983,00",0,"
        21:53
      "
"71.203,00",6,"
        21:53
      "
"39.055,00",1,"
        21:52
      "
"14.528,00",12,"
        21:52
      "
"21.250,00",4,"
        21:51
      "
"-169.805,00",0,"
        21:51
      "
"572,00",3,"
        21:50
      "
"10.821,00",12,"
        21:50
      "
"13.617,00",11,"
        21:49
      "
"10.668,00",4,"
        21:49
      "
"10.870,00",7,"
        21:48
      "
"21.670,00",9,"
        21:48
      "
"19.645,00",14,"
        21:47
      "
"22.162,00",11,"
        21:47
      "
"20.939,00",3,"
        21:46
      "
"17.881,00",3,"
        21:46
      "
"11.903,00",11,"
        21:45
      "
"15.036,00",3,"
        21:45
      "
"-179.242,00",0,"
        21:44
      "
"11.799,00",13,"
        21:44
      "
"16.091,00",2,"
        21:43
      "
"-141.169,00",0,"
        21:43
      "
"13.415,00",13,"
        21:42
      "
"9.391,00",1,"
        21:42
      "
"10.078,00",10,"
        21:41
      "
"17.253,00",8,"
        21:41
      "
"-169.165,00",0,"
        21:40
      "
"7.179,00",1,"
        21:40
      "
"5.481,00",1,"
        21:39
      "
"7.535,00",12,"
        21:39
      "
"6.709,00",5,"
        21:38
      "
"11.601,00",2,"
        21:38
      "
"8.184,00",11,"
        21:37
      "
"12.017,00",1,"
        21:37
      "
"16.013,00",5,"
        21:36
      "
"-147.473,00",0,"
        21:36
      "
"12.454,00",13,"
        21:35
      "
"15.572,00",8,"
        21:35
      "
"10.167,00",14,"
        21:34
      "
"11.553,00",13,"
        21:34
      "
"7.229,00",2,"
        21:33
      "
"9.238,00",10,"
        21:33
      "
"11.678,00",12,"
        21:32
      "
"6.769,00",2,"
        21:32
      "
"21.593,00",9,"
        21:31
      "
"8.217,00",9,"
        21:31
      "
"9.489,00",2,"
        21:30
      "
"158.586,00",10,"
        21:30
      "
"84.788,00",6,"
        21:29
      "
"-809,00",5,"
        21:29
      "
"-81.797,00",4,"
        21:28
      "
"-27.104,00",1,"
        21:28
      "
"30.597,00",13,"
        21:27
      "
"16.090,00",4,"
        21:27
      "
"19.443,00",5,"
        21:26
      "
"-159.636,00",0,"
        21:26
      "
"6.464,00",11,"
        21:25
      "
"-8.070,00",12,"
        21:25
      "
"23.587,00",5,"
        21:24
      "
"25.253,00",6,"
        21:24
      "
"-13.034,00",2,"
        21:23
      "
"10.433,00",8,"
        21:23
      "
"8.731,00",2,"
        21:22
      "
"13.971,00",2,"
        21:22
      "
"6.251,00",7,"
        21:21
      "
"-161.197,00",0,"
        21:21
      "
"13.688,00",13,"
        21:20
      "
"14.655,00",7,"
        21:20
      "
"6.797,00",9,"
        21:19
      "
"12.339,00",6,"
        21:19
      "
"13.829,00",7,"
        21:18
      "
"21.091,00",10,"
        21:18
      "
"13.404,00",13,"
        21:17
      "
"15.910,00",3,"
        21:17
      "
"20.698,00",13,"
        21:16
      "
"8.101,00",2,"
        21:16
      "
"33.039,00",13,"
        21:15
      "
"21.921,00",11,"
        21:15
      "
"18.536,00",12,"
        21:14
      "
"13.475,00",13,"
        21:14
      "
"12.541,00",12,"
        21:13
      "
"13.606,00",11,"
        21:13
      "
"20.169,00",9,"
        21:12
      "
"11.798,00",2,"
        21:12
      "
"16.494,00",10,"
        21:11
      "
"20.075,00",14,"
        21:11
      "
"18.220,00",11,"
        21:10
      "
"20.961,00",8,"
        21:10
      "
"12.066,00",14,"
        21:09
      "
"15.069,00",1,"
        21:09
      "
"15.954,00",14,"
        21:08
      "
"9.702,00",7,"
        21:08
      "
"20.507,00",8,"
        21:07
      "
"13.103,00",12,"
        21:07
      "
"17.559,00",4,"
        21:06
      "
"26.251,00",12,"
        21:06
      "
"12.431,00",3,"
        21:05
      "
"14.103,00",14,"
        21:05
      "
"18.100,00",12,"
        21:04
      "
"19.071,00",1,"
        21:04
      "
"12.312,00",2,"
        21:03
      "
"18.520,00",8,"
        21:03
      "
"19.623,00",8,"
        21:02
      "
"11.520,00",14,"
        21:02
      "
"9.288,00",6,"
        21:01
      "
"17.881,00",12,"
        21:01
      "
"21.545,00",3,"
        21:00
      "
"-178.977,00",0,"
        21:00
      "
"21.157,00",3,"
        20:59
      "
"17.210,00",6,"
        20:59
      "
"12.814,00",7,"
        20:58
      "
"19.710,00",11,"
        20:58
      "
"10.684,00",14,"
        20:57
      "
"11.924,00",7,"
        20:57
      "
"19.978,00",9,"
        20:56
      "
"-205.071,00",0,"
        20:56
      "
"12.710,00",2,"
        20:55
      "
"15.997,00",13,"
        20:55
      "
"15.954,00",14,"
        20:54
      "
"-44.680,00",2,"
        20:54
      "
"16.035,00",13,"
        20:53
      "
"12.323,00",11,"
        20:53
      "
"17.318,00",10,"
        20:52
      "
"-128.867,00",0,"
        20:52
      "
"11.427,00",2,"
        20:51
      "
"12.924,00",14,"
        20:51
      "
"9.702,00",6,"
        20:50
      "
"10.450,00",9,"
        20:50
      "
"15.451,00",8,"
        20:49
      "
"-164.490,00",0,"
        20:49
      "
"10.963,00",7,"
        20:48
      "
"12.896,00",13,"
        20:48
      "
"10.641,00",14,"
        20:47
      "
"18.760,00",2,"
        20:47
      "
"14.452,00",1,"
        20:46
      "
"8.905,00",7,"
        20:46
      "
"18.525,00",10,"
        20:45
      "
"5.350,00",11,"
        20:45
      "
"11.095,00",2,"
        20:44
      "
"7.310,00",9,"
        20:44
      "
"11.204,00",3,"
        20:43
      "
"12.901,00",1,"
        20:43
      "
"11.171,00",13,"
        20:42
      "
"12.831,00",3,"
        20:42
      "
"15.713,00",6,"
        20:41
      "
"10.887,00",1,"
        20:41
      "
"20.950,00",10,"
        20:40
      "
"18.651,00",11,"
        20:40
      "
"2.555,00",11,"
        20:39
      "
"24.465,00",5,"
        20:39
      "
"23.713,00",3,"
        20:38
      "
"15.173,00",5,"
        20:38
      "
"16.910,00",11,"
        20:37
      "
"-145.687,00",0,"
        20:37
      "
"20.398,00",2,"
        20:36
      "
"-140.129,00",0,"
        20:36
      "
"11.323,00",1,"
        20:35
      "
"7.174,00",1,"
        20:35
      "
"19.513,00",10,"
        20:34
      "
"4.951,00",13,"
        20:34
      "
"4.799,00",1,"
        20:33
      "
"20.049,00",8,"
        20:33
      "
"-149.782,00",0,"
        20:32
      "
"8.572,00",11,"
        20:32
      "
"1.954,00",10,"
        20:31
      "
"13.152,00",10,"
        20:31
      "
